"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","102453.0339"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","119864.3853"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","105945.333"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","104336.2634"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","108614.07298"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","108896.142"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","125903.3328"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","113033.33712"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","112725.69768"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","104536.82399"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","108356.88202"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","130487.58736"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","109119.22155"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","97079.58216"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","104685.8532"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","92008.30542"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","124870.08816"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","92952.40912"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","5276.496"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","5282.86816"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","7293.68324"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","3786.5445"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","5450.228"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","4878.50193"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","4054.87657"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","7916.37574"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","4838.36375"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","4915.05446"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","4848.68916"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","4768.7565"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","5393.99252"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","6498.0439"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","7782.49932"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","4943.9495"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","4572.66979"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","5500.49904"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","3825.32302"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","7474.41434"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","6031.78587"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","5177.79612"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","3478.0124"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","5288.62356"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","5966.84396"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","8445.00412"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","5801.8832"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","5153.33936"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","3586.10388"
